27 29 41 14 86
78 48 14 94 17
4 91 85 46 6
20 6 17 38 7
81 22 52 52 88
73 20 21 91 52
91 91 22 36 54
81 22 0 74 21
8 35 28 17 40
60 36 58 69 79
59 80 20 8 62
75 15 59 86 87
11 94 75 41 60
10 45 81 72 78
24 37 80 25 87
87 59 50 8 10
93 32 73 13 86
62 65 32 47 24
47 89 40 35 30
48 6 51 2 61
94 77 96 43 39
75 71 35 37 49
23 60 3 31 77
47 83 65 28 58
6 59 84 22 37
28 21 37 96 35
56 9 71 65 82
90 3 6 42 97
36 50 79 83 51
72 57 35 13 41
84 27 97 91 37
77 41 36 55 7
69 82 59 94 60
76 39 86 53 59
71 89 90 66 91
11 42 35 21 15
18 16 62 17 7
99 67 27 12 89
79 35 6 24 35
75 75 79 70 16
7 41 62 10 61
54 53 58 41 94
97 31 19 42 85
3 23 3 37 16
92 36 76 4 78
21 43 54 40 47
30 55 79 82 53
50 5 59 49 28
20 18 37 10 73
90 11 57 77 33
30 23 52 74 80
48 89 85 30 96
6 52 59 85 84
79 34 76 13 99
67 42 79 57 8
25 84 14 14 93
1 66 64 28 63
21 58 26 34 40
98 99 30 69 99
10 19 17 88 62
47 22 74 76 84
39 67 87 72 91
8 5 31 68 6
81 52 66 73 38
35 24 53 52 71
52 29 53 65 61
13 31 17 43 73
8 27 47 63 5
11 60 3 6 79
14 37 84 87 94
13 18 38 83 76
53 80 62 18 95
23 39 39 26 10
43 16 53 23 47
82 84 50 18 78
61 11 64 18 60
32 60 22 98 50
57 48 85 12 92
11 72 84 39 7
13 74 48 31 64
96 39 83 82 92
27 87 3 77 36
75 99 3 89 29
48 61 6 99 82
86 91 59 28 72
72 2 15 30 94
25 88 44 7 68
24 35 47 3 60
55 82 29 85 48
28 31 0 67 47
20 13 42 47 76
21 72 77 55 62
19 47 74 46 25
10 43 10 51 8
3 23 75 38 26
14 94 75 19 64
90 13 30 77 59
13 60 68 59 51
34 45 68 44 56
48 72 21 2 46
91 13 0 5 37
12 21 87 10 71
58 89 15 67 24
21 24 64 38 24
85 70 54 90 40
10 88 21 45 29
37 66 73 84 37
39 9 35 81 10
74 40 26 44 98
79 45 91 55 32
1 61 33 84 8
66 24 89 13 14
47 55 50 95 37
75 85 10 18 31
7 39 15 8 75
19 59 59 94 71
29 35 1 52 27
83 83 88 25 61
74 23 57 69 66
57 48 64 47 79
34 32 52 88 92
42 39 21 54 43
53 30 44 84 69
65 48 74 96 30
10 28 27 95 60
87 5 43 19 27
29 94 41 40 66
28 93 45 72 98
9 41 22 60 70
89 95 13 22 89
2 79 28 27 40
36 41 5 46 96
74 39 76 26 98
74 62 63 67 96
88 33 35 86 33
62 47 22 55 56
35 40 68 29 60
88 62 88 2 68
65 13 87 89 65
23 40 76 56 49
28 67 37 11 0
53 75 1 88 10
27 68 72 24 38
61 85 53 79 75
5 25 5 19 42
52 55 34 41 58
89 63 97 41 44
68 51 75 25 19
72 5 76 16 90
98 94 40 15 51
50 18 66 76 61
4 17 39 46 44
51 26 29 46 27
29 93 36 49 87
63 71 11 83 34
84 54 71 26 56
55 79 90 1 42
19 44 88 19 36
59 76 60 84 10
42 20 58 71 55
15 5 25 89 23
71 53 21 22 24
23 59 3 71 88
57 9 24 77 50
54 28 17 11 14
14 76 64 16 15
73 82 45 94 69
49 34 89 94 57
47 89 78 10 7
72 79 31 44 86
14 54 38 28 27
42 84 93 62 48
30 47 17 69 98
92 97 18 32 7
60 80 82 9 29
59 10 59 58 77
28 11 49 95 81
48 42 35 31 29
86 52 24 1 84
50 19 91 1 82
93 65 91 2 69
46 55 3 26 40
71 69 87 26 27
39 67 33 65 64
11 35 35 17 45
46 62 9 56 9
25 43 43 77 43
33 16 55 85 57
19 14 46 58 59
22 94 85 8 57
5 27 96 31 9
84 49 82 41 52
85 26 27 27 77
75 64 59 52 57
42 8 73 8 76
65 7 81 97 67
22 54 87 98 4
9 75 66 71 68
78 11 71 69 64
15 79 43 28 18
50 36 64 5 92
87 19 78 12 19
79 99 6 78 14
8 6 83 81 94
21 77 9 9 11
18 81 62 49 47
45 1 52 63 56
7 89 92 76 49
72 26 19 9 42
40 6 26 14 40
14 69 52 23 54
35 77 24 37 39
43 22 9 53 36
39 98 41 17 22
95 30 48 82 65
31 24 98 37 76
38 24 48 39 68
86 5 57 46 36
79 53 90 43 93
65 56 25 43 69
48 66 63 24 0
20 55 69 32 76
5 83 96 96 11
76 77 82 54 3
44 69 2 73 93
48 24 27 3 1
46 78 99 38 37
92 64 49 89 63
79 64 63 16 29
55 17 12 28 0
77 32 31 86 19
15 89 47 36 14
91 76 11 23 85
21 57 9 96 29
91 55 62 24 0
53 58 90 76 39
3 75 92 65 95
13 42 30 52 5
70 22 64 21 6
30 84 74 81 48
59 72 67 56 2
89 14 91 8 70
97 37 37 67 11
40 96 87 85 10
23 13 41 11 69
22 79 25 10 31
2 63 73 64 74
52 11 70 84 86
17 29 63 65 39
17 45 14 43 62
20 11 46 99 43
20 93 41 57 76
43 95 67 50 24
74 61 91 15 77
84 79 1 46 44
60 66 23 27 58
10 7 8 75 64
99 36 88 86 93
69 46 23 23 53
52 27 4 72 95
55 28 9 59 77
44 53 64 82 79
94 27 46 31 58
60 10 70 87 54
29 17 61 42 6
74 87 68 61 78
35 86 90 73 51
60 97 55 23 81
86 75 59 78 79
63 94 13 53 29
76 22 3 33 58
13 66 91 54 58
81 73 18 67 89
38 46 44 38 78
5 27 88 85 31
76 1 57 70 80
10 63 40 65 45
49 78 56 23 16
68 13 84 64 65
84 0 13 37 18
51 0 39 54 65
34 26 7 21 82
60 14 31 58 16
79 4 76 52 48
89 59 66 3 48
10 1 26 54 58
80 0 25 89 10
5 21 5 82 57
25 41 11 59 99
97 34 15 0 64
78 68 84 56 60
73 12 11 97 74
50 79 67 44 77
30 53 95 86 92
23 59 56 42 24
54 38 9 81 76
55 71 74 38 69
44 77 52 88 2
71 77 36 85 80
76 82 1 8 51
20 25 50 64 96
36 51 93 90 3
24 1 94 54 15
51 24 66 5 12
30 82 5 73 10
25 97 97 65 66
99 33 40 61 31
49 95 0 38 75
4 86 55 14 13
57 95 92 44 86
57 69 26 16 74
63 71 49 10 19
98 61 96 45 62
92 49 23 64 54
12 53 54 65 43
20 60 57 97 18
88 42 35 68 25
32 43 62 27 4
56 13 99 29 63
10 93 29 1 12
53 86 74 29 16
42 22 65 64 43
28 45 41 47 89
0 31 62 33 26
78 34 21 75 62
19 19 54 13 35
62 92 25 0 1
43 40 73 45 4
82 97 29 62 15
7 14 46 61 56
60 23 88 37 23
72 18 7 75 26
57 32 17 40 37
76 36 99 24 14
48 42 41 1 31
77 38 47 6 92
97 51 43 72 12
55 76 53 88 40
75 91 86 9 12
25 30 3 78 40
13 17 79 75 19
38 88 38 77 63
0 56 58 9 64
44 74 7 59 21
83 9 74 85 2
96 7 94 71 4
93 92 36 15 18
87 30 0 82 76
58 11 5 85 40
34 70 27 55 84
48 64 31 20 8
29 33 23 29 98
13 90 47 47 22
84 29 59 25 47
60 29 54 48 80
53 37 55 44 28
21 59 14 43 50
88 15 59 62 62
52 56 6 17 81
76 15 21 83 62
39 84 4 77 14
95 1 51 35 11
90 71 71 62 2
19 80 81 87 87
78 49 37 18 12
24 71 63 63 59
35 96 55 70 98
51 97 59 99 13
9 91 69 18 13
47 77 2 11 55
92 66 53 38 38
20 63 30 36 10
89 76 55 76 5
92 30 23 7 59
92 45 28 2 63
78 5 21 82 55
48 94 35 41 14
15 91 4 91 95
0 19 12 66 63
1 23 8 19 23
55 98 57 45 36
68 85 60 49 11
78 11 92 41 73
88 5 10 50 88
6 6 33 21 98
8 70 48 35 48
1 67 34 50 15
65 8 5 35 80
89 17 52 78 26
5 46 9 56 11
96 62 55 43 2
6 37 82 75 64
42 42 5 44 80
40 87 28 55 95
46 48 62 12 2
73 30 51 92 52
57 10 77 68 95
48 57 7 2 97
52 14 25 9 36
43 19 14 39 42
19 18 82 66 99
33 21 46 80 59
75 54 73 33 51
1 18 71 11 2
79 79 65 8 74
79 49 62 16 10
29 5 3 94 38
76 37 23 51 98
36 1 87 42 62
77 68 87 31 93
34 32 53 33 42
99 36 27 61 6
63 47 39 75 50
61 20 95 77 90
19 92 76 13 87
17 21 40 49 8
83 20 25 88 86
85 83 60 40 80
90 86 97 5 62
37 47 20 31 79
71 22 33 63 96
70 59 69 80 53
88 89 63 93 24
37 46 97 43 64
9 28 62 15 94
98 92 92 15 43
53 84 71 76 57
82 28 34 48 48
51 72 68 51 32
49 1 96 8 74
2 79 81 63 21
65 7 32 45 15
29 75 37 43 27
66 23 50 30 86
37 10 39 95 47
25 42 31 75 51
38 88 8 26 23
89 45 76 16 56
90 46 62 35 47
4 6 96 81 69
99 25 19 12 98
28 9 0 35 2
52 28 67 8 65
77 16 11 11 84
86 24 16 36 42
33 81 0 16 62
5 15 40 36 82
55 1 77 49 4
63 24 93 75 10
86 30 90 25 36
76 42 56 5 33
32 24 42 52 43
96 65 52 3 25
71 83 46 73 15
29 89 44 4 98
72 99 32 43 59
46 88 51 22 79
24 7 41 36 61
49 0 29 25 49
83 56 0 86 69
84 14 85 23 53
24 93 35 28 78
71 82 25 85 27
7 1 4 10 21
31 67 55 13 29
73 10 15 65 18
58 12 58 48 6
84 41 70 15 41
89 25 72 32 18
26 44 36 3 76
3 72 28 62 36
45 58 78 23 1
57 17 30 67 43
11 7 91 39 36
76 16 54 70 69
43 63 79 22 35
66 48 48 85 79
50 4 53 52 35
46 81 38 28 11
61 21 29 12 75
61 0 58 57 30
42 55 47 83 79
13 27 51 33 51
68 15 59 65 11
95 48 83 17 76
70 73 77 87 52
18 3 63 27 33
79 6 89 24 70
31 8 53 97 74
50 47 27 68 34
12 24 42 20 94
89 95 26 61 3
83 0 99 80 58
71 44 19 19 70
35 89 92 40 2
88 74 2 34 21
2 95 17 30 20
30 61 29 4 99
72 41 58 77 53
75 62 94 8 67
43 79 63 38 5
17 10 39 70 99
8 20 90 0 30
40 50 84 57 9
84 54 47 79 78
92 20 53 5 12
10 85 52 40 75
62 68 55 34 42
7 81 34 61 94
43 67 43 60 5
1 81 60 77 12
22 65 56 7 1
14 37 51 56 73
2 64 9 80 57
6 48 58 28 94
0 41 23 8 49
80 34 79 26 93
44 64 3 60 0
72 95 99 9 72
62 50 91 87 18
57 76 44 0 12
96 14 86 32 57
11 77 85 17 86
35 48 98 53 28
73 94 14 3 50
86 60 36 51 86
96 24 66 46 55
11 82 19 42 5
47 44 91 0 3
27 86 21 75 77
68 37 43 75 22
42 47 39 3 70
53 51 74 31 99
91 20 67 50 24
36 12 65 17 30
92 43 83 18 64
95 2 44 26 65
72 13 69 81 54
86 67 13 41 55
74 6 69 15 23
64 40 75 51 85
28 52 88 99 19
52 48 58 37 37
41 60 43 65 59
89 58 25 32 15
34 29 46 5 41
43 52 75 89 42
42 30 96 21 87
83 58 46 77 0
51 47 30 57 49
74 21 44 84 70
35 41 20 58 51
6 5 11 50 34
6 28 29 70 7
99 8 72 37 14
52 46 78 3 60
21 47 11 92 88
88 86 67 63 22
9 63 33 54 25
54 83 10 4 81
76 5 61 19 71
56 98 79 49 70
24 75 41 20 11
14 34 73 3 8
90 14 13 37 97
56 65 99 14 36
31 66 75 72 29
22 77 96 46 52
1 52 45 84 1
95 93 35 39 42
41 37 81 35 8
39 93 80 46 35
46 45 75 44 72
47 44 19 36 92
55 4 40 53 75
89 48 52 83 60
52 49 53 23 85
51 52 78 85 94
81 43 6 27 81
54 95 16 33 13
97 41 5 56 76
8 10 38 97 34
13 28 30 16 39
12 8 87 59 81
32 7 68 65 32
71 34 71 15 71
33 27 42 96 1
61 27 80 38 63
85 70 33 12 19
83 83 15 32 14
57 79 84 84 66
80 2 49 57 56
71 40 1 34 75
24 18 66 37 32
86 45 46 27 26
68 87 34 26 3
28 17 97 43 94
6 5 45 93 26
53 44 65 11 93
51 2 10 2 47
51 68 61 68 84
45 46 7 92 57
36 22 26 94 28
11 57 92 6 85
18 39 55 18 79
61 97 45 27 50
90 68 69 72 90
81 40 91 90 21
51 38 51 11 70
23 37 0 89 54
48 71 62 84 21
48 99 5 46 51
51 54 43 6 38
53 20 29 56 64
80 44 46 0 47
61 23 16 56 58
39 59 13 54 62
9 54 67 39 11
58 63 68 54 7
60 92 83 73 54
89 20 27 58 69
34 19 75 86 19
85 79 65 3 89
77 0 67 90 48
25 76 90 37 7
80 27 32 92 85
94 74 68 20 59
33 30 35 13 32
46 74 53 53 14
36 39 3 99 61
84 52 98 32 14
63 0 68 93 98
53 38 60 17 68
65 62 38 53 21
49 23 79 71 60
93 61 22 73 15
51 3 58 11 30
41 52 29 0 4
1 89 81 89 80
61 0 74 85 82
54 46 59 12 73
38 82 38 8 61
20 83 72 60 81
79 63 17 84 50
4 67 87 7 22
12 45 25 87 79
1 7 57 82 92
35 57 30 16 43
80 46 65 23 70
29 70 11 14 64
32 55 18 52 38
78 87 73 30 16
28 32 58 97 88
98 41 12 23 57
36 89 82 23 7
71 87 94 35 93
26 23 53 61 77
86 15 69 27 53
91 98 71 45 19
