11,8.5,6
32.333,85,51.333
425.67,372.25,313
1,1.5,2.6667
208.67,194.5,192
394.33,395.5,334.33
31.333,53.75,32.667
475.67,485,434
0.33333,0,0
644.67,543.75,651.67
335.33,307.5,273.67
196,235.5,205.33
468.33,482.75,392.67
1,0,0
373.33,362.5,408
1019.7,932,735
353.67,450.5,384.67
18.333,8,13.333
51.333,44.25,47.333
352,245.75,387.33
13.333,20,9.6667
127.67,101.75,105.33
41.333,60.5,42.333
3.6667,7,9.3333
20.667,12.75,7.3333
317,383.5,241.33
146.33,205.75,127.33
720.67,756,849.33
257,274.75,224
872.33,988.25,849
9.6667,14.75,6.6667
354,288.75,271.33
732,581.75,550.67
138.33,164,168.67
120.67,119.75,135.67
633,756.75,543.67
132.67,117.5,111.67
13,9.5,21
17.333,23,26.333
1327.3,1208.8,1360.3
25,25,24.333
11,9,10
1,1,1
319.67,368.5,298.33
50.667,53,89.333
77.333,126,77
16,19.5,12.667
0.33333,0.25,0
738.67,548,670.67
117,120,104
230.67,258.5,177.67
43.333,50.75,35.333
626.33,807,770
50,79.75,51
779.33,606.75,605
161.67,200,175.33
292,259,253.67
136.33,147.5,129
3.6667,1.75,2
337.67,350.75,281.33
22.333,9.5,11.333
352,404.25,425
4.6667,3.5,2
86.667,163.25,74.667
53.667,69.25,44.667
545,496.5,556.67
405,368,416.33
118.67,142,117.33
89.333,82.25,76.333
5.3333,3,14.333
6,4.25,8
516.33,559.75,536.67
6.3333,3.25,6.6667
344,325.25,444.67
775.67,1068.8,810.33
91.333,148,117.67
625.33,767,693.33
256.67,300,220
263.33,359.75,194.67
19,17.25,28
98.333,92,136.33
17.333,15,16
47.667,253,139.67
28.333,70.75,48.333
74.667,84.5,75.667
1343.7,1375,1026
99.667,103.75,94.333
45,75.75,44
6.6667,3,1.6667
365,327.25,294
637,401,417.67
1.6667,0.75,0.66667
2.6667,5.25,1.3333
0,0.25,0.33333
51,75,38
5.6667,6,9.3333
0,3.25,6
1,0.5,0.66667
1.3333,1.5,0
2.3333,8,4
4,2.5,1.3333
0.33333,0,0
0,0.75,0
58.667,46.5,59.667
3.6667,10,2.6667
1,5.5,3
25.667,27.25,24
4.6667,2.25,3.6667
24.333,24,34.333
32.333,43.25,37.667
19.333,33,24.333
3.3333,2.75,5.3333
90,224,161
122.67,200.75,158.67
20,40.25,26.333
57.333,26.5,20.667
0.33333,0.5,0.66667
10,24.25,12
61,145,94.333
0,0.25,0.66667
0.33333,0.75,0.66667
6.3333,5,8
4,9.5,5.3333
230.67,160.5,226.33
0.66667,0.75,0.66667
70,84.75,76
6.6667,16,5.6667
0.33333,0.5,0
7.3333,3.25,6
0.33333,0,0.33333
79.667,75.75,88.333
0.66667,0,1
23.667,60.25,33.667
0.33333,0,0.33333
0.66667,0.75,0.33333
20.333,92.5,45.667
13.333,19.5,13.333
127.67,141,183.67
0,0.75,0
0.33333,0,0
1,2.5,1.6667
134.67,159,118.67
0.33333,0.25,0.66667
0,2,1.6667
0,0.25,0
3.6667,13.75,9.3333
370.33,339.5,388.67
7.3333,11.25,5.3333
14,9.75,8.3333
0,0.25,0
0.66667,1,0
3,5.25,2
3.6667,4.25,2.3333
17.333,17.75,7.6667
5.6667,3.75,14.333
1.3333,0.25,1
0,2.25,0.66667
0,0,1.3333
0.33333,0,0
6,9,5.3333
0.33333,0.25,1
0,0.25,0
506.67,415.75,359.67
0.66667,0.25,0.33333
0,0.25,0.33333
0.66667,2.75,1
2,2,1
0,0,1.3333
0.66667,4,2
2.6667,3.5,5
245,173.25,180.33
0.66667,2.75,2.6667
1.6667,1.25,1.3333
33.333,42.75,30.333
183.33,163.5,191.33
1,2.25,1
36.667,40.75,33.667
0.33333,0.25,2
0.33333,0,0
7.3333,3.75,7.3333
30,20.5,36
950,745.25,1267
36.333,65,34.333
0,0,0.66667
0.33333,1.5,0.66667
0,0.25,0
0.33333,0,0
211.67,273.75,205
1522.7,1459.8,1554.7
1.6667,4.5,0
1.3333,1,3
2.3333,7.25,4.3333
0,0,0.33333
0,0.5,0.66667
25,40,24.333
1.3333,7,4.3333
0,1,2
5.6667,7.25,5.6667
2.6667,2.75,3
0,0.5,0.66667
4,2.25,5.6667
1,1.5,0.66667
3,3.75,3.6667
885,866,1039
0.66667,0.5,2.6667
4.6667,25.25,11.667
0,0.25,0
3.6667,6.5,6
0,0.25,0.66667
82.333,47.75,76
0,0.25,0
4.6667,6.25,5.3333
0,0.25,1
10.333,8,3.6667
61.667,76.5,69.667
3,11,7.6667
0.33333,2.5,0.33333
14,19.25,10.333
78.333,163,106.67
0.33333,0,0
0,0.25,0
1.6667,0.5,0.66667
20.333,44.75,18
0,0,0.33333
0.33333,1.75,0.33333
34.667,53.5,57
137.67,144.5,124
0.33333,0,0
0.33333,0,0.33333
0,0.25,0
0.66667,0.25,0
0,0.5,0
7.6667,5.5,5
2,2,1.3333
92.333,71.5,110
2.3333,2.25,5
0.33333,0,0
85.333,80,128.33
56,51.75,29.667
498.33,614.75,545.67
0,0.5,0
2,2,3
13.667,17.5,9.3333
718,849.25,613.67
0,0,0.33333
0,0.25,0
0,0.25,1.6667
0,0,0.33333
2,4.5,3.3333
0.33333,0,0
0,0.25,0
0,0.25,0
253.67,313.75,229.67
12.333,10.25,8.3333
66.333,60.5,106.33
2.3333,0,0.33333
110.33,128.25,119.67
2.6667,0.5,0.66667
0,0.25,0
109,84,107.33
212,217,208.33
0,0.25,1.3333
2,3.5,1.6667
4.6667,8.25,1.6667
0,0,0.33333
1.3333,0.75,0.66667
64,80.25,61.333
1,0.75,0
8.6667,9,10.667
0,1.25,0
6,87,23
0,0.5,0
5,3.75,5.3333
0,0,0.33333
1.6667,2.25,4.6667
1,0.5,2
3,2.75,0.66667
735.67,795.25,756.67
404.67,389.5,358.67
0.33333,0.25,0
5.3333,16,6.3333
0,0,1.3333
0,0,0.33333
1.6667,1.5,1.6667
550.67,586.5,682.33
1,7.75,7.3333
0.33333,0.5,0.33333
1.6667,1.75,2.3333
0,0,0.33333
695,601.5,414.33
5.6667,6,2.3333
0,0.25,0
0,1.25,0
0,0.25,0.33333
0,0.25,0.33333
27.333,33,36
80,70,74.333
828.67,871.25,727.67
3.3333,3.75,4
0.33333,0,0
0.33333,0,0
0.33333,0,0
0.33333,1.5,2.3333
4.3333,3.25,3.3333
96,152,133.33
47.667,49.25,53.333
0,0.25,0.33333
5.3333,3.25,1.3333
13,15,21.667
2.3333,2.75,1
43,49,60.667
0.33333,1.75,1.3333
0,0.25,0
7,12.25,5
158,167.75,205.33
3.3333,1.75,1.6667
7.3333,7.5,8
5.6667,5,5.6667
0.66667,1,0
2,0.75,0.66667
0,0,0.33333
15.667,29,22.333
1,0.75,3.6667
42.333,36.75,47
7,7.5,11.667
0,0.75,0.66667
43.333,28.75,59.667
20,35.25,15.667
0,0.5,0
0.66667,0.25,0.66667
148,219.25,147.33
0.66667,0.5,0.33333
0,0,0.33333
44.333,39.25,38.333
0.33333,0,1.3333
1.6667,3.25,5
0,0,0.33333
1,2,1.3333
0.66667,0,0
1.3333,0.75,1
20.333,26.75,20.333
313,304.5,280
0,0.5,0.66667
22.333,20.75,45.667
4.6667,2.25,3
1,0.75,0.66667
0,0,0.33333
0.66667,0.75,0.33333
223.67,223.5,157.33
10.667,13.5,8.6667
20.667,40,23.667
78,75,33.333
60.333,66.75,59.667
2.6667,4.25,4.6667
0.33333,5,0.33333
280.33,328.75,249.33
958.33,791,955.33
46.667,68.25,54.333
1,1.25,1
0.66667,0.25,3
9.3333,17.5,8.6667
18.667,30.25,27
227.67,217,183
2.3333,9.25,2.6667
232.33,257.75,232.67
803.33,761.5,775.67
414.33,405.5,339.33
67.333,56,62.667
39.667,22.25,16.333
13.333,14,12.333
0,0,0.33333
1015.3,930.25,782.67
278,354.25,420.33
386.33,431,328.67
111.33,167,113.33
13,10.75,8
0,1.5,0.33333
0,0.25,0
222.67,174,192
470.33,413.75,310
1.6667,6,3
240.67,168.25,192.67
0.33333,0.5,0
1.3333,4.25,1.6667
109.33,214,101
17.667,7.75,14
0,0.5,0
32,34.75,25.667
9,1,2
3.6667,3,2.6667
0.66667,0.25,0.33333
322.67,381.5,345.67
124.67,178,134.67
6,7.25,8.6667
0,0.5,0.33333
0,0.75,0
818.67,1015.5,689.67
4.6667,4.25,3.3333
130,151.25,139.33
0.33333,1,2.3333
0,0.5,0.33333
223,179.75,185.33
35.667,60.5,51
145.67,199.25,176.33
1.6667,2.75,0.66667
0,0,0.33333
191,203.75,159
78.667,109.5,75
20.667,16,14.667
0,0.25,0
0,0.25,0
267,325.25,264
136.33,136,162.33
272.67,250.5,211
1024,1208,1030.7
472,463.75,483.67
0,0.5,3
330.33,198.5,189.67
22,22.25,12
38,59.75,53
0.66667,0,0.33333
81.667,72,75.333
95.333,77.25,94.333
0.66667,0.75,4.3333
0,0.25,0.33333
0,0,0.33333
73.333,104.25,128.67
0.33333,0,0
10,8.5,5.6667
0,0.25,0.33333
0.33333,0.25,0.33333
92,123.25,92.333
19.333,12.75,18.333
21.333,15.25,23.333
18.667,14.75,25.333
11,8.75,11.333
1.6667,2.25,1
0,0.5,0
202.67,223.5,196.33
3,0.75,0.33333
0.33333,1.25,0.66667
2,2.25,1.6667
0.33333,0.25,2
0.33333,0.5,0.33333
255,109.5,134.33
736.67,858.75,603
0,0,0.33333
86,57.25,55
61.333,87.25,62
26.333,47.25,24.333
2.3333,4.75,0.33333
413,472,362.67
0,3.75,2.3333
15,13.75,13
279.33,333,307
4.6667,2.75,5
0.33333,0.25,0.33333
0.33333,0,0.66667
377,304.5,299.33
1740.3,1836,1739.7
0,0.25,0
7.6667,22.25,14.333
271,343,207.67
4.6667,10.75,4
0.33333,0.5,0
792.67,737.75,839.67
912.33,981.5,770.33
43.333,61.5,34.667
0,0.25,0
6.6667,20.25,13.333
81.333,88.25,94.667
0.66667,0.25,3
0.66667,0,0
0.66667,0.25,0.33333
1535.3,1901.3,1612
168.33,234,180
421.33,557.25,430.67
90.333,99.5,113
0,0,0.33333
191.33,194.25,204.33
493.33,662,557.33
71.667,88.25,108
0,0.25,0
0,0,0.33333
933.67,935.75,908.33
36,29.5,41
0.66667,0.5,2.3333
47.667,39,49.667
1.6667,0.5,0
551.33,655.5,526.33
0.66667,2,0.33333
317.33,317.75,259.67
6,7.25,7
45,80.75,41.667
42.667,137.5,53
192.67,272,163.67
0,0.5,0.33333
0,0,0.66667
497,578.5,416.33
122.67,114.25,115
0.66667,1.5,0
43.333,68.25,23.333
75,98,95.667
60,35.5,70.667
3.6667,4.75,9.6667
265.33,324.75,434.67
44.333,54.75,43
0,1.25,0
1163.3,1051,1342.7
0,0,0.33333
133.33,162.5,125.33
288.33,255.25,346.67
31.333,20,35.667
0.66667,0.5,0.33333
61.333,77.5,74.667
156,210.5,151.67
0,0.75,0.33333
1614.7,1663.8,1766
1266.7,1042.3,995
668.33,572,607.33
19.667,24.5,22.333
426.33,359.75,261
207.67,296.5,176.67
644.33,656,813.67
515,293.75,682
350.33,396.5,403.33
170.33,230.25,163.33
0,0,0.33333
76.333,85.25,90.667
21.667,16.5,26.333
22,28.25,22
365,350.25,360
261.67,196.75,203
48,48,48.333
93.667,90.25,85.667
3.3333,2,2.6667
10.333,6.75,10
416,338.5,304.67
11.667,6.75,6
116,184.25,159.67
28,26,31.667
3.3333,6.75,2.6667
115.67,146.25,97.333
81.333,91.5,91.333
1030,783.75,1001
40.667,49.75,24.333
7.3333,15,7.6667
57,37,52
389.67,434.25,390.33
1070,1150.5,1168
84.333,111,46
77.333,81.25,64.667
3.3333,6.75,10
36.333,40.25,34
6.3333,3.25,2
7140.3,4483,5270.7
38,403.5,148.67
122.33,118,109
0.33333,6.25,2.3333
0,0.25,1
520.33,552.5,459.33
45.667,17,34
43,40.5,32
42.333,49.75,33.333
176.33,97.25,150
358.67,352.75,381.67
29.333,43.5,35.333
746.33,939.25,721.33
118,117.75,134.33
11,9.25,9.6667
10,29.5,10.333
4,6.25,5.3333
515.33,551.75,619.67
21.333,35.75,46.667
1697.3,1697.8,1628.3
274,211.75,183
58.667,71.75,64
64,34,44
75.667,132,108
29,76.25,39.667
277.67,185.25,195
141,130.5,128.67
175.67,322.75,221
258.67,337.5,335
181,309.75,261
225.33,129.25,192
246.67,219.25,159.67
64.333,85.5,70.667
28,42.75,46.333
6.3333,35.5,11.667
27.667,50,21.333
42.667,56.25,49
918.67,748,839.33
12,14.75,13
0,0.25,0
7.6667,12.5,6.3333
3815.7,3619.5,3532.7
15.333,8.25,10.333
5.6667,3.25,2.3333
210.33,210,185
129.33,217.75,184.67
219.33,38.5,47.667
554,584.25,423
20,30.75,25
4.3333,16,11
6,0.75,1.6667
15.667,9.5,18.667
8.3333,14,21.333
246.33,202.25,153.33
565,752.75,555.67
0,0.25,0
428.33,353.75,382
243,189,149.33
54.667,68.75,61.333
37.333,51.75,49
4.6667,4.75,4.3333
1585.3,1767.5,1897
411.33,385,390.33
5.3333,9.25,9
100.67,99.75,104
12,18,12.333
224,240.5,278
0.66667,0.5,1.6667
0.33333,0.25,0
64.333,68.5,79
52.667,57,51.333
0,0.25,0
149,152.5,161.33
0,0,0.33333
11572,13627,12234
22,39.5,12.667
25,20,36
92.667,88.25,79
0,0.5,1
235.33,277.75,228.33
16.667,16.25,17
519.33,530.5,514.67
16.667,22.25,14
9.3333,12.25,11
4,6.25,7
125.33,121.25,165
882.33,794.75,862.67
4.3333,8.75,8.6667
104.33,123.75,84
560.67,562.25,560.67
6,18,16
91.333,126.5,139
424.67,322.75,431
83,86.5,108
143,107.25,134.33
187,186.5,142.67
0.33333,11.25,6
1.3333,0.25,0.33333
138.67,118.5,95
51,48.25,42.333
11,11.25,11.333
190,175.5,170.33
12,10,17
1.6667,1.5,1.3333
14.667,3.75,11.333
492.67,497,652.67
12,15.75,24
3,7.25,3
404.67,403.25,379.67
31,48.75,49.333
0.33333,0.5,0
10.333,4,2
48.667,79.5,68.333
165.67,156.75,187
355,393.5,409
17.667,16.75,21
38.333,54,41
1168,1308.3,1062
59,10.25,17.667
16.333,14.75,17
88.333,74.75,116
0.33333,2.75,2.3333
208.67,147,208
50.333,59.75,62
49.333,70.75,71.333
3.6667,0.5,2.6667
0.66667,1.75,1.3333
6.6667,7.75,5.3333
16,21.75,19.667
6.3333,3.25,5
188.67,496.5,284
146,178.5,217
178.67,176.25,138
211,218.75,242
3.3333,6.25,1.3333
0,0.25,0
2054.7,1997,1873.7
0,0.25,0
0,0.5,0.33333
0.33333,0.25,0.33333
18.667,13.25,14
11,15,12.333
1.3333,0.5,2.3333
0,0.25,0
0,0,0.33333
1,0.25,1.6667
0,0.25,0.66667
29,28,26.667
0.66667,1.25,0.33333
0.33333,0,0.66667
0,0.5,0
102,89.5,94.333
266.67,240.75,250.33
4,2,2.3333
11.667,13.5,10.333
2.6667,3.5,3.3333
0.33333,0.75,0.33333
37,40.25,34
1.3333,0,0.33333
9.6667,12.75,9.6667
0,0.25,0
235.67,206.5,225
107,113.75,160.67
0,0.25,0
0.66667,0,0
0,0,0.33333
0.33333,0,0
0,0.25,0
2600.3,2561.8,2486
0,0.25,0
0,0.25,0.33333
17,21,16.667
270.67,336,359
7.6667,9.25,10
0,0,0.66667
0.66667,1.25,2.3333
103.33,87.5,91
30.333,68.5,67
3.3333,0.75,2
10.667,15,24
208.67,270.5,290.67
441.33,371.5,408
42.333,39,37.667
4,1.5,1.6667
2,3.25,3
0,0.25,0
71,87.75,95.667
164.67,101.75,100.67
0.33333,0,0
0,0.5,0
31.333,39.75,45.667
6.6667,7,14.667
136.67,50.25,49.333
0.66667,0,0
0,0.25,0.33333
78.333,55.5,116
15.333,10,32
337.33,330.75,301.33
0.33333,0,0
0.66667,1.75,1.6667
0,0.25,0
2.6667,2.25,0.66667
0,0,1
25.667,29.75,30
0,0.25,0
1.3333,0,1
